Country,CCPI
Canada,102.6
Switzerland,99.1
Chile,105.2
China,95.0
Colombia,108.8
Costa Rica,94.8
Cyprus,97.3
Czech Republic,102.7
Germany,100.6
Denmark,100.3
Dominican Republic,91.8
"Egypt, Arab Rep.",80.4
Spain,100.5
Estonia,101.4
Finland,100.8
France,99.8
United Kingdom,102.1
Greece,97.9
Guatemala,124.6
"Hong Kong SAR, China",94.9
Honduras,301.8
Croatia,99.8
Hungary,102.1
Indonesia,96.0
India,128.1
Ireland,99.6
"Iran, Islamic Rep.",101.1
Iraq,104.5
Iceland,102.4
Israel,99.5
Italy,100.5
Jordan,94.1
Japan,100.0
"Korea, Rep.",102.9
Kuwait,112.6
"Lao, PDR",100.8
Sri Lanka,95.2
Lithuania,102.9
Luxembourg,100.3
Latvia,101.4
Mexico,104.9
Montenegro,101.5
Nepal,115.9
"Moldova, Rep.",149.2
North Macedonia,102.4
Malta,97.7
Mauritius,98.9
Malaysia,114.8
Nigeria,201.2
Nicaragua,193.0
Netherlands,100.4
Norway,103.7
Peru,88.7
Philippines,95.3
Poland,99.9
Portugal,99.7
Paraguay,96.3
Qatar,97.6
Romania,100.2
Russian Federation,110.2
Singapore,96.6
El Salvador,105.5
Serbia,103.3
Slovakia,101.2
Slovenia,99.0
Sweden,100.5
Thailand,99.0
Trinidad and Tobago,104.8
Turkey,115.2
"Taiwan, China",96.8
"Tanzania, United Rep.",2.3
Uganda,100.8
Uganda,100.8
Ukraine,197.9
United States,103.2
Kosovo,101.4
South Africa,107.6
Albania,96.4
Austria,102.2
Belgium,102.9
Bulgaria,99.6
Belarus,422.7
Brazil,8622583.6
Canada,103.0
Switzerland,99.6
Chile,105.4
China,95.1
Colombia,110.2
Costa Rica,94.7
Cyprus,97.2
Czech Republic,103.0
Germany,101.1
Denmark,101.1
Dominican Republic,92.0
"Egypt, Arab Rep.",82.3
Spain,100.5
Estonia,102.4
Finland,101.1
France,99.9
United Kingdom,102.7
Greece,97.5
Guatemala,124.9
"Hong Kong SAR, China",94.0
Honduras,303.2
Croatia,100.0
Hungary,102.3
Indonesia,96.3
India,128.7
Ireland,100.4
"Iran, Islamic Rep.",102.0
Iraq,105.6
Iceland,103.3
Israel,99.3
Italy,100.7
Jordan,95.0
Japan,100.0
"Korea, Rep.",103.1
Kuwait,112.6
"Lao, PDR",100.9
Sri Lanka,95.6
Lithuania,103.0
Luxembourg,101.9
Latvia,101.5
Mexico,105.7
Montenegro,101.6
Nepal,116.3
"Moldova, Rep.",151.0
North Macedonia,102.6
Malta,98.4
Mauritius,99.1
Malaysia,115.1
Nigeria,203.4
Nicaragua,193.5
Netherlands,101.1
Norway,104.0
Peru,88.9
Philippines,95.4
Poland,100.0
Portugal,99.6
Paraguay,96.7
Qatar,97.8
Romania,99.8
Russian Federation,110.3
Singapore,96.8
El Salvador,105.5
Serbia,103.5
Slovakia,101.6
Slovenia,100.2
Sweden,101.3
Chad,99.9
Thailand,98.9
Trinidad and Tobago,104.8
Turkey,116.0
"Taiwan, China",96.9
"Tanzania, United Rep.",2.2
Uganda,101.5
Uganda,101.4
Ukraine,198.9
United States,103.7
Kosovo,101.4
South Africa,108.9
Albania,96.6
Austria,103.1
Belgium,103.0
Bulgaria,99.1
Belarus,423.0
Brazil,8659880.7
Canada,103.3
Switzerland,100.0
Chile,105.9
China,95.3
Colombia,110.8
Costa Rica,94.9
Cyprus,98.2
Czech Republic,103.1
Germany,101.7
Denmark,101.4
Dominican Republic,92.1
"Egypt, Arab Rep.",83.0
Spain,101.0
Estonia,102.9
Finland,101.4
France,100.9
United Kingdom,103.0
Greece,100.3
Guatemala,125.2
"Hong Kong SAR, China",95.1
Honduras,304.2
Croatia,100.6
Hungary,102.4
Indonesia,96.5
India,129.2
Ireland,101.2
"Iran, Islamic Rep.",102.7
Iraq,104.2
Iceland,103.7
Israel,99.7
Italy,100.9
Jordan,95.2
Japan,100.0
"Korea, Rep.",103.2
Kuwait,112.5
"Lao, PDR",101.1
Sri Lanka,96.0
Lithuania,105.1
Luxembourg,102.0
Latvia,103.1
Mexico,106.2
Montenegro,101.8
Nepal,115.8
"Moldova, Rep.",151.6
North Macedonia,103.3
Malta,99.5
Mauritius,99.4
Malaysia,115.2
Nigeria,205.8
Nicaragua,193.8
Netherlands,101.6
Norway,104.5
Peru,89.1
Philippines,95.5
Poland,100.2
Portugal,101.8
Paraguay,97.1
Qatar,98.2
Romania,100.0
Russian Federation,110.3
Singapore,96.9
El Salvador,105.6
Serbia,103.9
Slovakia,101.6
Slovenia,100.9
Sweden,101.5
Chad,100.9
Thailand,99.0
Trinidad and Tobago,105.0
Turkey,117.2
"Taiwan, China",97.0
"Tanzania, United Rep.",2.2
Uganda,101.6
Uganda,101.5
Ukraine,199.6
United States,103.7
Kosovo,101.6
South Africa,109.6
Albania,96.4
Austria,103.3
Belgium,103.4
Bulgaria,99.3
Belarus,424.0
Brazil,8679054.6
Canada,103.3
Switzerland,100.3
Chile,106.1
China,95.5
Colombia,111.4
Costa Rica,95.0
Cyprus,99.6
Czech Republic,103.3
Germany,102.2
Denmark,101.7
Dominican Republic,92.3
"Egypt, Arab Rep.",84.1
Spain,102.4
Estonia,103.3
Finland,101.7
France,101.0
United Kingdom,103.6
Greece,101.2
Guatemala,125.5
"Hong Kong SAR, China",95.7
Honduras,305.2
Croatia,101.6
Hungary,102.9
Indonesia,96.7
India,129.1
Ireland,101.7
"Iran, Islamic Rep.",103.5
Iraq,104.0
Iceland,104.4
Israel,100.0
Italy,101.5
Jordan,95.1
Japan,100.4
"Korea, Rep.",103.3
Kuwait,112.7
"Lao, PDR",101.1
Sri Lanka,96.0
Lithuania,106.4
Luxembourg,102.4
Latvia,103.9
Mexico,106.6
Montenegro,101.8
Nepal,116.4
"Moldova, Rep.",153.7
North Macedonia,103.3
Malta,102.4
Mauritius,99.8
Malaysia,115.4
Nigeria,208.0
Nicaragua,194.6
Netherlands,102.2
Norway,105.2
Peru,89.3
Philippines,95.6
Poland,100.8
Portugal,102.9
Paraguay,97.8
Qatar,98.4
Romania,100.1
Russian Federation,110.5
Singapore,97.3
El Salvador,105.6
Serbia,104.1
Slovakia,101.7
Slovenia,101.7
Sweden,102.2
Chad,101.3
Thailand,99.0
Trinidad and Tobago,104.8
Turkey,119.2
"Taiwan, China",97.1
"Tanzania, United Rep.",2.3
Uganda,101.9
Uganda,101.7
Ukraine,200.3
United States,103.9
Kosovo,101.6
South Africa,109.8
Albania,96.4
Austria,103.4
Belgium,103.5
Bulgaria,99.4
Belarus,425.2
Brazil,8716766.0
Canada,103.6
Switzerland,100.4
Chile,106.4
China,95.7
Colombia,111.7
Costa Rica,95.3
Cyprus,99.7
Czech Republic,103.5
Germany,102.3
Denmark,101.7
Dominican Republic,92.5
"Egypt, Arab Rep.",85.5
Spain,102.4
Estonia,103.4
Finland,101.7
France,101.1
United Kingdom,103.9
Greece,100.6
Guatemala,125.8
"Hong Kong SAR, China",95.8
Honduras,306.3
Croatia,101.6
Hungary,103.2
Indonesia,97.0
India,129.5
Ireland,101.5
"Iran, Islamic Rep.",104.0
Iraq,104.4
Iceland,104.7
Israel,100.4
Italy,101.3
Jordan,95.3
Japan,100.5
"Korea, Rep.",103.5
Kuwait,113.2
"Lao, PDR",101.2
Sri Lanka,96.1
Lithuania,106.7
Luxembourg,102.6
Latvia,103.8
Mexico,107.0
Montenegro,102.7
Nepal,118.6
"Moldova, Rep.",155.1
North Macedonia,103.5
Malta,103.7
Mauritius,100.2
Malaysia,115.4
Nigeria,209.9
Nicaragua,195.2
Netherlands,101.8
Norway,105.0
Peru,89.5
Philippines,95.7
Poland,100.7
Portugal,102.7
Paraguay,98.4
Qatar,98.0
Romania,100.4
Russian Federation,110.8
Singapore,97.3
El Salvador,105.7
Serbia,104.2
Slovakia,101.9
Slovenia,102.0
Sweden,102.4
Thailand,99.0
Trinidad and Tobago,104.9
Turkey,120.5
"Taiwan, China",97.3
"Tanzania, United Rep.",2.2
Uganda,102.6
Uganda,102.4
Ukraine,201.2
United States,104.0
Kosovo,101.6
South Africa,109.9
Albania,96.3
Austria,103.7
Belgium,103.5
Bulgaria,99.7
Belarus,427.2
Brazil,8723156.3
Canada,103.6
Switzerland,100.3
Chile,106.0
China,95.8
Colombia,112.0
Costa Rica,95.4
Cyprus,100.5
Czech Republic,103.6
Germany,102.8
Denmark,101.5
Dominican Republic,92.7
"Egypt, Arab Rep.",86.8
Spain,102.7
Estonia,103.2
Finland,101.8
France,101.3
United Kingdom,104.0
Greece,102.0
Guatemala,126.1
"Hong Kong SAR, China",95.7
Honduras,307.5
Croatia,102.3
Hungary,103.4
Indonesia,97.2
India,129.7
Ireland,101.8
"Iran, Islamic Rep.",104.8
Iraq,104.7
Iceland,105.0
Israel,99.9
Italy,101.4
Jordan,95.2
Japan,100.4
"Korea, Rep.",103.4
Kuwait,113.3
"Lao, PDR",101.2
Sri Lanka,96.3
Lithuania,107.2
Luxembourg,102.7
Latvia,104.1
Mexico,107.3
Montenegro,103.6
Nepal,118.5
"Moldova, Rep.",154.5
North Macedonia,104.3
Malta,105.0
Mauritius,100.1
Malaysia,115.7
Nigeria,212.5
Nicaragua,195.9
Netherlands,101.4
Norway,105.4
Peru,89.7
Philippines,95.8
Poland,100.7
Portugal,102.4
Paraguay,98.4
Qatar,98.9
Romania,100.6
Russian Federation,111.1
Singapore,97.3
El Salvador,105.6
Serbia,104.7
Slovakia,101.9
Slovenia,102.4
Sweden,102.7
Thailand,99.1
Trinidad and Tobago,105.1
Turkey,120.6
"Taiwan, China",97.2
"Tanzania, United Rep.",1.9
Uganda,102.8
Uganda,102.8
Ukraine,202.8
United States,104.0
Kosovo,101.5
South Africa,110.3
Albania,96.3
Austria,103.3
Belgium,103.9
Bulgaria,100.4
Belarus,429.0
Brazil,8751650.4
Canada,103.6
Switzerland,99.9
Chile,106.3
China,96.0
Colombia,112.1
Costa Rica,95.4
Cyprus,100.6
Czech Republic,104.1
Germany,103.3
Denmark,102.4
Dominican Republic,92.8
"Egypt, Arab Rep.",89.5
Spain,101.7
Estonia,104.0
Finland,101.5
France,100.9
United Kingdom,103.9
Greece,99.5
Guatemala,126.4
"Hong Kong SAR, China",95.9
Honduras,308.4
Croatia,102.6
Hungary,103.7
Indonesia,97.4
India,130.3
Ireland,101.9
"Iran, Islamic Rep.",104.9
Iraq,105.1
Iceland,104.9
Israel,100.0
Italy,101.8
Jordan,95.1
Japan,100.3
"Korea, Rep.",103.7
Kuwait,113.3
"Lao, PDR",101.2
Sri Lanka,96.4
Lithuania,106.8
Luxembourg,101.8
Latvia,103.2
Mexico,107.6
Montenegro,105.3
Nepal,118.3
"Moldova, Rep.",153.0
North Macedonia,104.1
Malta,105.1
Mauritius,100.3
Malaysia,115.8
Nigeria,214.9
Nicaragua,196.5
Netherlands,102.4
Norway,105.2
Peru,89.9
Philippines,95.9
Poland,100.6
Portugal,101.5
Paraguay,98.7
Qatar,99.3
Romania,100.6
Russian Federation,111.4
Singapore,97.5
El Salvador,105.7
Serbia,105.0
Slovakia,102.0
Slovenia,101.5
Sweden,102.9
Chad,103.9
Thailand,99.1
Trinidad and Tobago,104.7
Turkey,121.2
"Taiwan, China",97.2
"Tanzania, United Rep.",2.2
Uganda,102.5
Uganda,102.5
Ukraine,204.9
United States,104.0
Kosovo,101.7
South Africa,110.8
Albania,96.3
Austria,103.2
Belgium,103.9
Bulgaria,100.5
Belarus,429.6
Brazil,8774172.0
Canada,103.7
Switzerland,99.9
Chile,106.2
China,96.1
Colombia,112.2
Costa Rica,95.5
Cyprus,101.4
Czech Republic,104.1
Germany,103.4
Denmark,102.1
Dominican Republic,93.0
"Egypt, Arab Rep.",90.3
Spain,101.9
Estonia,104.4
Finland,101.7
France,101.5
United Kingdom,104.5
Greece,98.6
Guatemala,126.5
"Hong Kong SAR, China",96.6
Honduras,309.5
Croatia,102.4
Hungary,103.9
Indonesia,97.5
India,131.1
Ireland,102.3
"Iran, Islamic Rep.",105.3
Iraq,106.2
Iceland,105.0
Israel,100.1
Italy,102.2
Jordan,95.5
Japan,100.5
"Korea, Rep.",103.8
Kuwait,113.3
"Lao, PDR",101.4
Sri Lanka,96.7
Lithuania,106.7
Luxembourg,103.2
Latvia,103.4
Mexico,107.9
Montenegro,105.5
Nepal,120.4
"Moldova, Rep.",152.5
North Macedonia,104.2
Malta,105.5
Mauritius,100.5
Malaysia,116.1
Nigeria,217.4
Nicaragua,197.1
Netherlands,102.5
Norway,104.8
Peru,90.0
Philippines,96.1
Poland,100.4
Portugal,101.4
Paraguay,98.9
Qatar,98.7
Romania,100.6
Russian Federation,111.6
Singapore,97.5
El Salvador,105.7
Serbia,105.3
Slovakia,102.0
Slovenia,101.6
Sweden,102.7
Chad,104.1
Thailand,99.1
Trinidad and Tobago,104.8
Turkey,121.7
"Taiwan, China",97.3
"Tanzania, United Rep.",1.8
Uganda,102.6
Uganda,102.8
Ukraine,206.9
United States,104.2
Kosovo,101.8
South Africa,110.9
Albania,96.6
Austria,104.2
Belgium,103.7
Bulgaria,99.9
Belarus,430.1
Brazil,8798334.9
Canada,103.9
Switzerland,100.1
Chile,106.2
China,96.5
Colombia,112.3
Costa Rica,95.6
Cyprus,100.6
Czech Republic,103.9
Germany,103.4
Denmark,102.0
Dominican Republic,93.2
"Egypt, Arab Rep.",91.0
Spain,101.9
Estonia,104.6
Finland,101.9
France,101.2
United Kingdom,104.7
Greece,101.2
Guatemala,126.8
"Hong Kong SAR, China",95.6
Honduras,310.0
Croatia,102.4
Hungary,103.7
Indonesia,97.8
India,131.9
Ireland,101.5
"Iran, Islamic Rep.",105.5
Iraq,106.4
Iceland,105.4
Israel,100.1
Italy,101.6
Jordan,96.3
Japan,100.4
"Korea, Rep.",103.6
Kuwait,113.9
"Lao, PDR",101.7
Sri Lanka,96.8
Lithuania,107.5
Luxembourg,102.9
Latvia,103.6
Mexico,108.1
Montenegro,105.3
Nepal,120.0
"Moldova, Rep.",153.9
North Macedonia,104.0
Malta,104.4
Mauritius,100.3
Malaysia,116.2
Nigeria,219.4
Nicaragua,197.8
Netherlands,102.1
Norway,105.4
Peru,90.1
Philippines,96.4
Poland,100.5
Portugal,102.5
Paraguay,99.2
Qatar,99.2
Romania,100.8
Russian Federation,111.9
Singapore,97.6
El Salvador,105.7
Serbia,104.8
Slovakia,102.1
Slovenia,101.7
Sweden,102.7
Chad,104.2
Thailand,99.2
Trinidad and Tobago,104.9
Turkey,122.7
"Taiwan, China",97.4
"Tanzania, United Rep.",1.7
Uganda,102.8
Uganda,103.1
Ukraine,208.5
United States,104.4
Kosovo,101.8
South Africa,111.3
Albania,96.8
Austria,104.2
Belgium,103.9
Bulgaria,100.0
Belarus,431.4
Brazil,8834791.2
Canada,104.3
Switzerland,100.1
Chile,106.6
China,96.5
Colombia,112.4
Costa Rica,95.7
Cyprus,99.8
Czech Republic,104.2
Germany,103.0
Denmark,102.1
Dominican Republic,93.3
"Egypt, Arab Rep.",91.1
Spain,102.6
Estonia,104.3
Finland,101.9
France,101.1
United Kingdom,104.7
Greece,101.5
Guatemala,127.1
"Hong Kong SAR, China",95.5
Honduras,311.0
Croatia,102.4
Hungary,104.0
Indonesia,98.0
India,132.5
Ireland,101.2
"Iran, Islamic Rep.",106.4
Iraq,105.7
Iceland,105.7
Israel,100.3
Italy,101.0
Jordan,96.6
Japan,100.6
"Korea, Rep.",103.8
Kuwait,114.1
"Lao, PDR",102.0
Sri Lanka,96.9
Lithuania,107.8
Luxembourg,103.0
Latvia,104.2
Mexico,108.5
Montenegro,104.5
Nepal,120.5
"Moldova, Rep.",156.2
North Macedonia,104.5
Malta,103.5
Mauritius,100.4
Malaysia,116.1
Nigeria,221.4
Nicaragua,198.6
Netherlands,102.3
Norway,105.7
Peru,90.2
Philippines,96.5
Poland,100.8
Portugal,102.9
Paraguay,99.4
Qatar,99.6
Romania,101.2
Russian Federation,112.0
Singapore,97.7
El Salvador,105.7
Serbia,105.2
Slovakia,102.2
Slovenia,101.7
Sweden,102.7
Chad,102.6
Thailand,99.3
Trinidad and Tobago,105.2
Turkey,125.3
"Taiwan, China",97.7
"Tanzania, United Rep.",1.7
Uganda,103.2
Uganda,103.3
Ukraine,210.5
United States,104.7
Kosovo,101.9
South Africa,111.5
Albania,97.0
Austria,104.2
Belgium,103.7
Bulgaria,100.0
Belarus,433.2
Brazil,8863895.1
Canada,104.2
Switzerland,100.0
Chile,106.4
China,96.6
Colombia,112.6
Costa Rica,95.7
Cyprus,98.5
Czech Republic,104.2
Germany,102.3
Denmark,101.6
Dominican Republic,93.6
"Egypt, Arab Rep.",92.1
Spain,103.0
Estonia,104.1
Finland,101.9
France,101.1
United Kingdom,104.9
Greece,100.1
Guatemala,127.4
"Hong Kong SAR, China",95.8
Honduras,311.9
Croatia,102.2
Hungary,104.0
Indonesia,98.2
India,133.4
Ireland,100.8
"Iran, Islamic Rep.",106.8
Iraq,105.2
Iceland,105.5
Israel,100.2
Italy,100.6
Jordan,96.6
Japan,100.7
"Korea, Rep.",103.5
Kuwait,114.1
"Lao, PDR",102.3
Sri Lanka,97.2
Lithuania,107.8
Luxembourg,102.5
Latvia,103.9
Mexico,108.9
Montenegro,104.5
Nepal,121.7
"Moldova, Rep.",157.3
North Macedonia,104.8
Malta,100.8
Mauritius,100.4
Malaysia,116.1
Nigeria,223.5
Nicaragua,199.2
Netherlands,102.0
Norway,105.4
Peru,90.4
Philippines,96.9
Poland,100.8
Portugal,102.3
Paraguay,99.6
Qatar,99.8
Romania,101.6
Russian Federation,112.2
Singapore,97.9
El Salvador,105.7
Serbia,105.4
Slovakia,102.3
Slovenia,101.9
Sweden,102.7
Chad,102.3
Thailand,99.4
Trinidad and Tobago,105.3
Turkey,126.6
"Taiwan, China",97.9
"Tanzania, United Rep.",1.4
Uganda,103.7
Uganda,103.6
Ukraine,212.5
United States,104.6
Kosovo,102.0
South Africa,111.4
Albania,97.5
Austria,104.8
Belgium,103.9
Bulgaria,100.7
Belarus,433.0
Brazil,8883392.8
Canada,103.7
Switzerland,100.0
Chile,106.7
China,96.8
Colombia,113.1
Costa Rica,95.9
Cyprus,98.4
Czech Republic,104.1
Germany,102.9
Denmark,101.4
Dominican Republic,93.8
"Egypt, Arab Rep.",92.0
Spain,103.1
Estonia,103.7
Finland,102.0
France,101.4
United Kingdom,105.2
Greece,100.8
Guatemala,127.7
"Hong Kong SAR, China",96.0
Honduras,312.7
Croatia,101.6
Hungary,104.1
Indonesia,98.4
India,134.1
Ireland,100.8
"Iran, Islamic Rep.",107.5
Iraq,105.1
Iceland,105.7
Israel,100.4
Italy,101.1
Jordan,97.2
Japan,100.6
"Korea, Rep.",103.6
Kuwait,113.9
"Lao, PDR",102.4
Sri Lanka,97.3
Lithuania,107.3
Luxembourg,102.5
Latvia,103.5
Mexico,109.3
Montenegro,104.6
Nepal,121.8
"Moldova, Rep.",158.2
North Macedonia,104.9
Malta,100.7
Mauritius,100.7
Malaysia,116.1
Nigeria,225.0
Nicaragua,200.1
Netherlands,102.0
Norway,105.8
Peru,90.5
Philippines,97.1
Poland,100.9
Portugal,102.3
Paraguay,99.9
Qatar,100.0
Romania,101.8
Russian Federation,112.3
Singapore,97.8
El Salvador,105.8
Serbia,105.4
Slovakia,102.3
Slovenia,101.6
Sweden,103.1
Chad,102.2
Thailand,99.4
Trinidad and Tobago,105.3
Turkey,127.2
"Taiwan, China",98.1
"Tanzania, United Rep.",1.3
Uganda,103.8
Uganda,104.0
Ukraine,214.8
United States,104.7
Kosovo,102.0
South Africa,111.8
Albania,97.6
Austria,103.9
Belgium,104.2
Bulgaria,100.8
Belarus,434.4
Brazil,8879511.8
Canada,104.3
Switzerland,99.6
Chile,107.0
China,96.9
Colombia,113.7
Costa Rica,96.0
Cyprus,96.3
Czech Republic,104.9
Germany,102.0
Denmark,100.9
Dominican Republic,94.0
"Egypt, Arab Rep.",92.0
Spain,101.2
Estonia,103.5
Finland,101.5
France,100.8
United Kingdom,104.5
Greece,98.0
Guatemala,127.9
"Hong Kong SAR, China",96.2
Honduras,313.6
Croatia,101.2
Hungary,103.9
Indonesia,98.7
India,134.8
Ireland,99.9
"Iran, Islamic Rep.",108.5
Iraq,105.2
Iceland,105.4
Israel,99.8
Italy,100.9
Jordan,98.6
Japan,100.2
"Korea, Rep.",103.9
Kuwait,114.0
"Lao, PDR",102.5
Sri Lanka,97.2
Lithuania,106.9
Luxembourg,101.2
Latvia,103.1
Mexico,109.6
Montenegro,105.5
Nepal,122.0
"Moldova, Rep.",158.2
North Macedonia,104.5
Malta,99.2
Mauritius,100.7
Malaysia,116.3
Nigeria,226.6
Nicaragua,200.7
Netherlands,101.5
Norway,104.9
Peru,90.7
Philippines,97.7
Poland,100.8
Portugal,100.7
Paraguay,100.3
Qatar,100.5
Romania,102.1
Russian Federation,112.4
Singapore,98.2
El Salvador,105.8
Serbia,105.4
Slovakia,102.8
Slovenia,99.9
Sweden,101.8
Chad,99.4
Thailand,99.4
Trinidad and Tobago,105.2
Turkey,127.9
"Taiwan, China",98.2
"Tanzania, United Rep.",1.4
Uganda,103.7
Uganda,103.7
Ukraine,217.0
United States,105.1
Kosovo,101.9
South Africa,112.1
Albania,97.6
Austria,104.3
Belgium,104.4
Bulgaria,101.0
Belarus,435.0
Brazil,8898969.2
Canada,105.1
Switzerland,100.1
Chile,107.2
China,97.1
Colombia,114.8
Costa Rica,96.1
Cyprus,97.2
Czech Republic,105.0
Germany,102.4
Denmark,101.9
Dominican Republic,94.3
"Egypt, Arab Rep.",92.2
Spain,101.6
Estonia,104.6
Finland,101.8
France,100.8
United Kingdom,105.0
Greece,98.0
Guatemala,128.1
"Hong Kong SAR, China",96.7
Honduras,314.5
Croatia,101.0
Hungary,104.1
Indonesia,98.9
India,135.2
Ireland,101.1
"Iran, Islamic Rep.",110.0
Iraq,104.8
Iceland,106.1
Israel,99.7
Italy,101.1
Jordan,99.4
Japan,100.3
"Korea, Rep.",104.3
Kuwait,114.0
"Lao, PDR",102.9
Sri Lanka,97.6
Lithuania,106.9
Luxembourg,102.9
Latvia,103.2
Mexico,110.1
Montenegro,105.9
Nepal,123.1
"Moldova, Rep.",158.5
North Macedonia,104.6
Malta,100.0
Mauritius,100.9
Malaysia,116.5
Nigeria,228.4
Nicaragua,201.4
Netherlands,102.0
Norway,105.5
Peru,90.8
Philippines,98.4
Poland,100.8
Portugal,100.1
Paraguay,100.5
Qatar,100.4
Romania,102.3
Russian Federation,112.5
Singapore,98.2
El Salvador,105.8
Serbia,105.6
Slovakia,103.2
Slovenia,100.7
Sweden,102.6
Chad,99.1
Thailand,99.5
Trinidad and Tobago,105.4
Turkey,128.5
"Taiwan, China",98.3
"Tanzania, United Rep.",1.7
Uganda,103.9
Uganda,103.7
Ukraine,218.1
United States,105.6
Kosovo,102.0
South Africa,113.3
Albania,97.5
Austria,105.1
Belgium,104.4
Bulgaria,100.9
Belarus,436.6
Brazil,8913945.1
Canada,105.5
Switzerland,100.6
Chile,107.5
China,97.1
Colombia,115.1
Costa Rica,96.2
Cyprus,98.1
Czech Republic,105.1
Germany,103.2
Denmark,102.0
Dominican Republic,94.5
"Egypt, Arab Rep.",92.7
Spain,102.2
Estonia,104.6
Finland,102.0
France,102.1
United Kingdom,105.2
Greece,100.3
Guatemala,128.5
"Hong Kong SAR, China",96.7
Honduras,316.2
Croatia,101.6
Hungary,104.3
Indonesia,99.1
India,136.1
Ireland,101.4
"Iran, Islamic Rep.",111.1
Iraq,104.5
Iceland,106.8
Israel,100.4
Italy,101.5
Jordan,98.8
Japan,100.4
"Korea, Rep.",104.5
Kuwait,113.5
"Lao, PDR",103.1
Sri Lanka,97.8
Lithuania,107.8
Luxembourg,103.0
Latvia,105.3
Mexico,110.5
Montenegro,106.1
Nepal,123.1
"Moldova, Rep.",158.6
North Macedonia,104.7
Malta,101.0
Mauritius,101.0
Malaysia,116.7
Nigeria,230.2
Nicaragua,202.0
Netherlands,102.3
Norway,106.0
Peru,91.1
Philippines,98.9
Poland,100.8
Portugal,102.6
Paraguay,100.7
Qatar,100.2
Romania,102.5
Russian Federation,112.5
Singapore,98.3
El Salvador,105.8
Serbia,105.6
Slovakia,103.4
Slovenia,101.2
Sweden,102.8
Chad,99.3
Thailand,99.5
Trinidad and Tobago,105.4
Turkey,129.4
"Taiwan, China",98.2
"Tanzania, United Rep.",1.6
Uganda,104.0
Uganda,103.9
Ukraine,218.4
United States,105.9
Kosovo,102.0
South Africa,114.0
Albania,97.3
Austria,105.2
Belgium,104.6
Bulgaria,101.2
Belarus,437.9
Brazil,8936968.8
Canada,105.4
Switzerland,100.7
Chile,107.8
China,97.3
Colombia,115.4
Costa Rica,96.2
Cyprus,99.0
Czech Republic,105.7
Germany,103.3
Denmark,102.4
Dominican Republic,94.8
"Egypt, Arab Rep.",93.8
Spain,103.1
Estonia,105.5
Finland,102.3
France,102.2
United Kingdom,105.6
Greece,101.5
Guatemala,128.8
"Hong Kong SAR, China",96.7
Honduras,316.7
Croatia,102.6
Hungary,104.8
Indonesia,99.3
India,136.9
Ireland,101.2
"Iran, Islamic Rep.",112.3
Iraq,104.3
Iceland,106.8
Israel,100.5
Italy,101.8
Jordan,99.7
Japan,100.6
"Korea, Rep.",104.7
Kuwait,113.7
"Lao, PDR",103.3
Sri Lanka,97.8
Lithuania,108.5
Luxembourg,103.0
Latvia,105.8
Mexico,110.6
Montenegro,106.1
Nepal,123.2
"Moldova, Rep.",159.4
North Macedonia,104.8
Malta,104.0
Mauritius,101.3
Malaysia,116.8
Nigeria,232.2
Nicaragua,202.3
Netherlands,102.9
Norway,106.6
Peru,91.2
Philippines,99.2
Poland,101.4
Portugal,103.1
Paraguay,100.9
Qatar,100.1
Romania,102.8
Russian Federation,112.7
Singapore,98.6
El Salvador,105.8
Serbia,105.9
Slovakia,104.1
Slovenia,102.2
Sweden,103.3
Chad,100.3
Thailand,99.6
Trinidad and Tobago,105.6
Turkey,132.6
"Taiwan, China",98.2
"Tanzania, United Rep.",1.4
Uganda,104.3
Uganda,104.1
Ukraine,219.5
United States,106.1
Kosovo,102.2
South Africa,114.6
Albania,97.4
Austria,105.2
Belgium,104.8
Bulgaria,101.3
Belarus,438.5
Brazil,8958584.6
Canada,105.5
Switzerland,100.8
Chile,108.1
China,97.3
Colombia,115.6
Costa Rica,96.2
Cyprus,100.1
Czech Republic,105.9
Germany,104.0
Denmark,102.4
Dominican Republic,95.0
"Egypt, Arab Rep.",94.8
Spain,103.6
Estonia,105.6
Finland,102.2
France,102.4
United Kingdom,105.9
Greece,100.7
Guatemala,129.1
"Hong Kong SAR, China",97.0
Honduras,317.4
Croatia,102.6
Hungary,105.0
Indonesia,99.6
India,137.6
Ireland,101.7
"Iran, Islamic Rep.",113.8
Iraq,105.3
Iceland,106.6
Israel,100.9
Italy,101.9
Jordan,100.0
Japan,100.6
"Korea, Rep.",104.9
Kuwait,113.7
"Lao, PDR",103.6
Sri Lanka,97.8
Lithuania,108.8
Luxembourg,103.2
Latvia,105.9
Mexico,110.9
Montenegro,106.6
Nepal,124.3
"Moldova, Rep.",159.4
North Macedonia,105.5
Malta,105.6
Mauritius,101.5
Malaysia,117.0
Nigeria,234.3
Nicaragua,203.1
Netherlands,103.1
Norway,106.8
Peru,91.4
Philippines,99.6
Poland,101.3
Portugal,103.3
Paraguay,101.1
Qatar,100.2
Romania,103.1
Russian Federation,113.1
Singapore,98.7
El Salvador,105.7
Serbia,106.1
Slovakia,103.9
Slovenia,103.2
Sweden,103.4
Chad,100.5
Thailand,99.7
Trinidad and Tobago,105.7
Turkey,134.7
"Taiwan, China",98.1
"Tanzania, United Rep.",1.6
Uganda,104.5
Uganda,104.4
Ukraine,220.4
United States,106.3
Kosovo,102.0
